station,name,latitude,longitude,elevation,date,year,textmonth,prcp,tmax,tmin,resevoirstorage
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/1/1972,1972,January,0,42,27,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/2/1972,1972,January,0,45,25,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/3/1972,1972,January,0,30,13,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/4/1972,1972,January,0,32,11,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/5/1972,1972,January,0,38,18,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/6/1972,1972,January,0,43,23,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/7/1972,1972,January,0,43,29,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/8/1972,1972,January,0,40,26,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/9/1972,1972,January,0,43,23,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/10/1972,1972,January,0,44,27,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/11/1972,1972,January,0,47,29,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/12/1972,1972,January,0,49,32,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/13/1972,1972,January,0,42,32,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/14/1972,1972,January,0,41,24,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/15/1972,1972,January,0,46,24,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/16/1972,1972,January,0,52,24,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/17/1972,1972,January,0,45,34,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/18/1972,1972,January,0.06,42,35,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/19/1972,1972,January,0.01,41,35,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/20/1972,1972,January,0.1,41,36,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/21/1972,1972,January,0.93,41,37,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/22/1972,1972,January,0.43,43,39,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/23/1972,1972,January,0.1,41,22,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/24/1972,1972,January,0.03,39,19,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/25/1972,1972,January,0.25,34,22,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/26/1972,1972,January,0.31,28,4,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/27/1972,1972,January,0.22,30,13,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/28/1972,1972,January,0,36,6,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/29/1972,1972,January,0,30,5,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/30/1972,1972,January,0,32,8,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,1/31/1972,1972,January,0,43,10,3404200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/1/1972,1972,February,0,35,11,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/2/1972,1972,February,0,33,6,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/3/1972,1972,February,0.01,44,24,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/4/1972,1972,February,0.03,44,32,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/5/1972,1972,February,0,44,32,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/6/1972,1972,February,0,43,34,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/7/1972,1972,February,0,53,26,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/8/1972,1972,February,0,49,28,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/9/1972,1972,February,0,52,26,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/10/1972,1972,February,0,54,25,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/11/1972,1972,February,0,53,31,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/12/1972,1972,February,0,58,28,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/13/1972,1972,February,0,55,32,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/14/1972,1972,February,0.03,48,32,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/15/1972,1972,February,0.02,58,37,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/16/1972,1972,February,0,55,34,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/17/1972,1972,February,0,61,30,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/18/1972,1972,February,0,61,30,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/19/1972,1972,February,0.05,48,41,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/20/1972,1972,February,0.05,51,38,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/21/1972,1972,February,0.41,45,33,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/22/1972,1972,February,0.62,35,31,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/23/1972,1972,February,0.06,40,30,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/24/1972,1972,February,0.01,44,31,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/25/1972,1972,February,0.06,38,20,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/26/1972,1972,February,0.01,48,36,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/27/1972,1972,February,0.33,47,42,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/28/1972,1972,February,0.45,47,39,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,2/29/1972,1972,February,0,43,27,3616000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/1/1972,1972,March,0.18,40,26,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/2/1972,1972,March,0.47,47,38,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/3/1972,1972,March,0,53,39,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/4/1972,1972,March,0,55,40,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/5/1972,1972,March,0,68,33,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/6/1972,1972,March,0,62,34,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/7/1972,1972,March,0,69,31,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/8/1972,1972,March,0,66,35,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/9/1972,1972,March,0.28,52,42,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/10/1972,1972,March,0.17,47,42,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/11/1972,1972,March,0,56,41,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/12/1972,1972,March,0.04,52,45,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/13/1972,1972,March,0,59,39,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/14/1972,1972,March,0,63,35,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/15/1972,1972,March,0,69,42,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/16/1972,1972,March,0,76,39,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/17/1972,1972,March,0,72,38,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/18/1972,1972,March,0,60,36,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/19/1972,1972,March,0,60,31,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/20/1972,1972,March,0,66,30,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/21/1972,1972,March,0.02,61,41,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/22/1972,1972,March,1.1,48,34,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/23/1972,1972,March,0,51,32,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/24/1972,1972,March,0.1,42,32,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/25/1972,1972,March,0.05,40,25,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/26/1972,1972,March,0,41,25,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/27/1972,1972,March,0,48,24,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/28/1972,1972,March,0,53,27,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/29/1972,1972,March,0,56,27,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/30/1972,1972,March,0,66,26,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,3/31/1972,1972,March,0,59,32,4076200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/1/1972,1972,April,0.16,48,42,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/2/1972,1972,April,0,61,38,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/3/1972,1972,April,0,60,35,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/4/1972,1972,April,0.2,62,45,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/5/1972,1972,April,1.1,49,43,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/6/1972,1972,April,0.02,51,39,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/7/1972,1972,April,0,52,36,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/8/1972,1972,April,0,50,33,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/9/1972,1972,April,0,52,30,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/10/1972,1972,April,0.06,48,32,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/11/1972,1972,April,0.36,44,32,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/12/1972,1972,April,0.17,41,29,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/13/1972,1972,April,0,45,28,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/14/1972,1972,April,0,59,32,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/15/1972,1972,April,0,66,37,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/16/1972,1972,April,0,48,31,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/17/1972,1972,April,0,42,27,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/18/1972,1972,April,0,48,24,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/19/1972,1972,April,0,57,28,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/20/1972,1972,April,0,67,31,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/21/1972,1972,April,0,61,37,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/22/1972,1972,April,0,67,24,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/23/1972,1972,April,0.55,61,35,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/24/1972,1972,April,0,50,31,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/25/1972,1972,April,0,54,31,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/26/1972,1972,April,0,65,35,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/27/1972,1972,April,0,70,38,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/28/1972,1972,April,0,50,31,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/29/1972,1972,April,0,50,26,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,4/30/1972,1972,April,0,64,30,4363200
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/1/1972,1972,May,0,73,38,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/2/1972,1972,May,0,75,38,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/3/1972,1972,May,0,79,38,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/4/1972,1972,May,0,78,42,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/5/1972,1972,May,0,72,40,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/6/1972,1972,May,0,66,46,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/7/1972,1972,May,0.15,47,36,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/8/1972,1972,May,0.01,58,36,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/9/1972,1972,May,0,63,37,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/10/1972,1972,May,0,66,40,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/11/1972,1972,May,0,73,42,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/12/1972,1972,May,0,82,42,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/13/1972,1972,May,0,84,44,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/14/1972,1972,May,0,79,45,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/15/1972,1972,May,0,76,39,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/16/1972,1972,May,0.12,68,37,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/17/1972,1972,May,0,61,33,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/18/1972,1972,May,0,53,37,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/19/1972,1972,May,0.32,62,41,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/20/1972,1972,May,0.92,43,34,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/21/1972,1972,May,0,47,36,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/22/1972,1972,May,0,63,41,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/23/1972,1972,May,0,66,38,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/24/1972,1972,May,0,68,39,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/25/1972,1972,May,0,76,38,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/26/1972,1972,May,0,82,44,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/27/1972,1972,May,0,86,46,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/28/1972,1972,May,0,86,50,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/29/1972,1972,May,0,81,50,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/30/1972,1972,May,0,83,46,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,5/31/1972,1972,May,0,80,46,4220300
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/1/1972,1972,June,0,80,45,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/2/1972,1972,June,0,80,46,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/3/1972,1972,June,0,81,44,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/4/1972,1972,June,0,87,47,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/5/1972,1972,June,0,90,56,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/6/1972,1972,June,0.02,83,53,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/7/1972,1972,June,0,79,51,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/8/1972,1972,June,0,70,55,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/9/1972,1972,June,0.71,58,35,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/10/1972,1972,June,0.16,50,32,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/11/1972,1972,June,0,64,30,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/12/1972,1972,June,0,73,44,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/13/1972,1972,June,0,80,50,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/14/1972,1972,June,0,81,50,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/15/1972,1972,June,0,79,49,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/16/1972,1972,June,0,76,49,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/17/1972,1972,June,0,79,49,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/18/1972,1972,June,0,83,55,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/19/1972,1972,June,0,84,50,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/20/1972,1972,June,0,83,50,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/21/1972,1972,June,0,83,49,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/22/1972,1972,June,0,78,46,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/23/1972,1972,June,0,58,44,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/24/1972,1972,June,0,71,37,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/25/1972,1972,June,0,75,49,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/26/1972,1972,June,0,80,48,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/27/1972,1972,June,0,89,51,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/28/1972,1972,June,0,92,52,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/29/1972,1972,June,0,93,61,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,6/30/1972,1972,June,0,92,59,3930600
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/1/1972,1972,July,0,92,58,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/2/1972,1972,July,0,91,55,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/3/1972,1972,July,0,89,53,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/4/1972,1972,July,0,89,54,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/5/1972,1972,July,0,86,52,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/6/1972,1972,July,0,83,47,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/7/1972,1972,July,0,83,47,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/8/1972,1972,July,0,77,56,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/9/1972,1972,July,0,77,51,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/10/1972,1972,July,0,82,47,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/11/1972,1972,July,0,85,55,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/12/1972,1972,July,0,94,54,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/13/1972,1972,July,0,91,53,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/14/1972,1972,July,0,96,63,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/15/1972,1972,July,0,98,68,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/16/1972,1972,July,0,98,62,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/17/1972,1972,July,0,97,55,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/18/1972,1972,July,0,83,53,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/19/1972,1972,July,0,81,45,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/20/1972,1972,July,0,77,47,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/21/1972,1972,July,0,77,47,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/22/1972,1972,July,0,83,45,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/23/1972,1972,July,0,81,49,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/24/1972,1972,July,0,81,47,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/25/1972,1972,July,0,81,45,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/26/1972,1972,July,0,81,47,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/27/1972,1972,July,0,89,51,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/28/1972,1972,July,0,93,53,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/29/1972,1972,July,0,78,52,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/30/1972,1972,July,0,86,49,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,7/31/1972,1972,July,0,88,50,3576400
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/1/1972,1972,August,0,82,55,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/2/1972,1972,August,0,85,55,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/3/1972,1972,August,0,93,49,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/4/1972,1972,August,0,94,49,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/5/1972,1972,August,0,93,55,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/6/1972,1972,August,0,103,54,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/7/1972,1972,August,0,103,62,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/8/1972,1972,August,0,96,67,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/9/1972,1972,August,0,94,61,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/10/1972,1972,August,0,92,57,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/11/1972,1972,August,0,84,56,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/12/1972,1972,August,0,78,47,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/13/1972,1972,August,0,76,48,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/14/1972,1972,August,0,68,42,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/15/1972,1972,August,0,65,43,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/16/1972,1972,August,0.27,56,38,3321000
USC00045983,"MOUNT SHASTA, CA US",41.32191,-122.31777,1101.2,8/17/1972,1972,August,0,71,37,3321000
