STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,Year,YearMonth,TextMonth,PRCP,TMAX,TMIN
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/7/1972,1972,7,July,0,94,59
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/8/1972,1972,7,July,0,93,59
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/9/1972,1972,7,July,0,96,63
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/10/1972,1972,7,July,0,93,64
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/11/1972,1972,7,July,0,95,66
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/12/1972,1972,7,July,0,102,72
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/13/1972,1972,7,July,0,108,76
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/14/1972,1972,7,July,0,113,72
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/15/1972,1972,7,July,0,115,79
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/16/1972,1972,7,July,0,113,69
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/17/1972,1972,7,July,0,97,64
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/18/1972,1972,7,July,0,96,64
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/19/1972,1972,7,July,0,90,59
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/20/1972,1972,7,July,0,84,57
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/21/1972,1972,7,July,0,79,59
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/22/1972,1972,7,July,0,81,61
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/23/1972,1972,7,July,0,91,60
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/24/1972,1972,7,July,0,92,57
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/25/1972,1972,7,July,0,92,60
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/26/1972,1972,7,July,0,94,59
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/27/1972,1972,7,July,0,95,64
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/28/1972,1972,7,July,0,102,67
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/29/1972,1972,7,July,0,104,69
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/30/1972,1972,7,July,0,102,70
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,7/31/1972,1972,7,July,0,99,59
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/1/1972,1972,8,August,0,97,64
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/2/1972,1972,8,August,0,99,62
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/3/1972,1972,8,August,0,101,63
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/4/1972,1972,8,August,0,95,59
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/5/1972,1972,8,August,0,97,66
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/6/1972,1972,8,August,0,104,63
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/7/1972,1972,8,August,0,109,70
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/8/1972,1972,8,August,0,103,68
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/9/1972,1972,8,August,0,101,70
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/10/1972,1972,8,August,0,102,69
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/11/1972,1972,8,August,0,101,67
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/12/1972,1972,8,August,0,98,59
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/13/1972,1972,8,August,0,94,60
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/14/1972,1972,8,August,0,88,59
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/15/1972,1972,8,August,0,82,56
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/16/1972,1972,8,August,0,80,58
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/17/1972,1972,8,August,0,78,56
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/18/1972,1972,8,August,0,88,59
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/19/1972,1972,8,August,0,89,58
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/20/1972,1972,8,August,0,85,61
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/21/1972,1972,8,August,0,90,61
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/22/1972,1972,8,August,0,95,64
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/23/1972,1972,8,August,0,98,63
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/24/1972,1972,8,August,0,99,62
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/25/1972,1972,8,August,0,97,66
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/26/1972,1972,8,August,0,105,62
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/27/1972,1972,8,August,0,107,65
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/28/1972,1972,8,August,0,99,65
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/29/1972,1972,8,August,0,95,70
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/30/1972,1972,8,August,0,99,69
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,8/31/1972,1972,8,August,0,101,68
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/1/1972,1972,9,September,0,101,65
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/2/1972,1972,9,September,0,100,64
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/3/1972,1972,9,September,0,90,60
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/4/1972,1972,9,September,0,94,64
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/5/1972,1972,9,September,0.05,89,67
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/6/1972,1972,9,September,0,90,63
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/7/1972,1972,9,September,0,92,62
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/8/1972,1972,9,September,0,94,58
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/9/1972,1972,9,September,0,93,57
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/10/1972,1972,9,September,0,87,54
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/11/1972,1972,9,September,0,81,55
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/12/1972,1972,9,September,0,77,51
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/13/1972,1972,9,September,0,83,54
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/14/1972,1972,9,September,0,87,55
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/15/1972,1972,9,September,0,91,56
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/16/1972,1972,9,September,0,91,56
USC00046521,"OROVILLE, CA US",39.5177,-121.553,52.1,9/17/1972,1972,9,September,0,87,52
